id,label,duration_s,n_spans,span_seconds,span_frac,frames_in_span_of8,n_words,empty_text,target,s0_valsel_vote,s0_valsel_pred,s0_valsel_err,s0_valsel_purity_true,s0_valsel_top1_sim,s0_valsel_top1_correct,s0_valsel_first_correct_rank,s0_valsel_wpurity_true,s0_valsel_head_img_pred,s0_valsel_head_txt_pred,s0_final_vote,s0_final_pred,s0_final_err,s0_final_purity_true,s0_final_top1_sim,s0_final_top1_correct,s0_final_first_correct_rank,s0_final_wpurity_true,s0_final_head_img_pred,s0_final_head_txt_pred,s1_valsel_vote,s1_valsel_pred,s1_valsel_err,s1_valsel_purity_true,s1_valsel_top1_sim,s1_valsel_top1_correct,s1_valsel_first_correct_rank,s1_valsel_wpurity_true,s1_valsel_head_img_pred,s1_valsel_head_txt_pred,s1_final_vote,s1_final_pred,s1_final_err,s1_final_purity_true,s1_final_top1_sim,s1_final_top1_correct,s1_final_first_correct_rank,s1_final_wpurity_true,s1_final_head_img_pred,s1_final_head_txt_pred,s2_valsel_vote,s2_valsel_pred,s2_valsel_err,s2_valsel_purity_true,s2_valsel_top1_sim,s2_valsel_top1_correct,s2_valsel_first_correct_rank,s2_valsel_wpurity_true,s2_valsel_head_img_pred,s2_valsel_head_txt_pred,s2_final_vote,s2_final_pred,s2_final_err,s2_final_purity_true,s2_final_top1_sim,s2_final_top1_correct,s2_final_first_correct_rank,s2_final_wpurity_true,s2_final_head_img_pred,s2_final_head_txt_pred,raw_img_pred,raw_txt_pred,raw_img_vote,raw_txt_vote,n_err_final_3seed,n_err_valsel_3seed
non_hate_video_172,0,165.312,0,0,0.0,,217,0,Blacks,-0.999918,0,0,1.0,0.999941,1,1,1.0,0,0,-0.999967,0,0,1.0,0.999981,1,1,1.0,0,0,-0.885646,0,0,0.95,0.999951,1,1,0.9429,0,0,-0.999975,0,0,1.0,0.999984,1,1,1.0,0,0,-0.999973,0,0,1.0,0.999985,1,1,1.0,0,0,-0.999973,0,0,1.0,0.999985,1,1,1.0,0,0,0,0,-0.215642,-0.311243,0,0
non_hate_video_173,0,135.36,0,0,0.0,,248,0,Others,-0.933219,0,0,0.95,0.999955,1,1,0.9667,0,0,-0.99996,0,0,1.0,0.999976,1,1,1.0,0,0,-0.666588,0,0,0.85,0.999922,1,1,0.8333,1,0,-0.999949,0,0,1.0,0.999972,1,1,1.0,0,0,-0.999969,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999969,0,0,1.0,0.999988,1,1,1.0,0,0,0,0,-0.061529,-0.172632,0,0
non_hate_video_178,0,31.105,0,0,0.0,,1,1,Others,-0.999949,0,0,1.0,0.999973,1,1,1.0,0,0,-0.999978,0,0,1.0,0.999985,1,1,1.0,0,0,-0.999959,0,0,1.0,0.99997,1,1,1.0,0,0,-0.999972,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999974,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999974,0,0,1.0,0.999987,1,1,1.0,0,0,0,0,-0.180428,-0.792152,0,0
hate_video_114,1,628.8,2,134.0,0.2131,1,727,0,Sexits,0.961801,1,0,0.95,0.999923,1,1,0.981,1,1,0.999911,1,0,1.0,0.999935,1,1,1.0,1,1,0.999644,1,0,1.0,0.999743,1,1,1.0,1,1,0.923748,1,0,0.95,0.999974,1,1,0.9619,1,1,0.999962,1,0,1.0,0.99998,1,1,1.0,1,1,0.999962,1,0,1.0,0.99998,1,1,1.0,1,1,0,1,-0.221607,0.95818,0,0
non_hate_video_188,0,23.755,0,0,0.0,,14,0,Others,-0.999954,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999979,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999968,0,0,1.0,0.999979,1,1,1.0,0,0,-0.999981,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999982,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999982,0,0,1.0,0.999992,1,1,1.0,0,0,0,0,-0.459058,-0.650509,0,0
non_hate_video_191,0,12.398,0,0,0.0,,21,0,Others,-0.999888,0,0,1.0,0.999945,1,1,1.0,1,0,-0.999956,0,0,1.0,0.99997,1,1,1.0,1,0,-0.999898,0,0,1.0,0.999932,1,1,1.0,1,0,-0.999959,0,0,1.0,0.999974,1,1,1.0,1,0,-0.999959,0,0,1.0,0.999972,1,1,1.0,1,0,-0.999959,0,0,1.0,0.999972,1,1,1.0,1,0,1,0,0.744427,-0.836999,0,0
non_hate_video_197,0,263.407,0,0,0.0,,798,0,Others,-0.999827,0,0,1.0,0.999883,1,1,1.0,1,0,-0.99993,0,0,1.0,0.999958,1,1,1.0,1,0,-0.942697,0,0,0.9,0.999893,1,1,0.9714,1,0,-0.847547,0,0,0.9,0.999967,1,1,0.9238,1,0,-0.999916,0,0,1.0,0.999951,1,1,1.0,1,0,-0.999916,0,0,1.0,0.999951,1,1,1.0,1,0,1,0,0.14428,-0.300118,0,0
non_hate_video_199,0,233.676,0,0,0.0,,326,0,Others,-0.885644,0,0,0.95,0.999946,1,1,0.9429,1,0,-0.999966,0,0,1.0,0.999976,1,1,1.0,1,0,-0.799939,0,0,0.9,0.99994,1,1,0.9,0,0,-0.999964,0,0,1.0,0.999978,1,1,1.0,1,0,-0.999968,0,0,1.0,0.999972,1,1,1.0,1,0,-0.999968,0,0,1.0,0.999972,1,1,1.0,1,0,0,0,-0.147369,-0.340994,0,0
hate_video_132,1,329.969,2,275.0,0.8334,6,822,0,"Whites,Blacks",0.876001,1,0,0.9,0.999878,1,1,0.9381,1,1,0.885583,1,0,0.95,0.999933,1,1,0.9429,1,1,0.959967,1,0,0.95,0.999584,1,1,0.981,1,1,0.999855,1,0,1.0,0.999951,1,1,1.0,1,1,0.933283,1,0,0.9,0.999963,1,1,0.9667,1,1,0.933283,1,0,0.9,0.999963,1,1,0.9667,1,1,0,1,-0.168988,0.836351,0,0
non_hate_video_213,0,23.403,0,0,0.0,,19,0,Jews,-0.999936,0,0,1.0,0.999952,1,1,1.0,0,0,-0.999958,0,0,1.0,0.999977,1,1,1.0,0,0,-0.999957,0,0,1.0,0.999974,1,1,1.0,0,0,-0.876148,0,0,0.95,0.999977,1,1,0.9381,0,0,-0.857104,0,0,0.95,0.999975,1,1,0.9286,0,0,-0.857104,0,0,0.95,0.999975,1,1,0.9286,0,0,0,0,-0.794958,-0.620796,0,0
non_hate_video_215,0,79.469,0,0,0.0,,5,0,Jews,-0.999953,0,0,1.0,0.999983,1,1,1.0,0,0,-0.999974,0,0,1.0,0.999991,1,1,1.0,0,0,-0.999966,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999973,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999967,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999967,0,0,1.0,0.999986,1,1,1.0,0,0,0,0,-0.816933,-0.965156,0,0
non_hate_video_216,0,153.833,0,0,0.0,,130,0,Others,-0.531982,0,0,0.75,0.999252,0,2,0.7667,0,0,-0.789585,0,0,0.85,0.999802,1,1,0.8952,0,0,-0.609106,0,0,0.85,0.999781,0,2,0.8048,0,0,-0.742165,0,0,0.9,0.999752,1,1,0.8714,0,0,-0.501958,0,0,0.8,0.999607,0,2,0.7524,0,0,-0.501958,0,0,0.8,0.999607,0,2,0.7524,0,0,0,0,-0.274979,-0.034507,0,0
hate_video_138,1,131.767,1,118.0,0.8955,6,188,0,Blacks,0.970923,1,0,0.95,0.999798,1,1,0.9857,1,1,0.894742,1,0,0.9,0.99977,1,1,0.9476,1,1,0.99856,1,0,1.0,0.999411,1,1,1.0,1,1,0.790103,1,0,0.9,0.999906,1,1,0.8952,1,1,0.704654,1,0,0.8,0.999945,1,1,0.8524,1,1,0.704654,1,0,0.8,0.999945,1,1,0.8524,1,1,1,1,0.521129,0.684479,0,0
non_hate_video_221,0,15.035,0,0,0.0,,2,0,"Whites,Blacks",-0.999936,0,0,1.0,0.999961,1,1,1.0,0,0,-0.999973,0,0,1.0,0.999981,1,1,1.0,0,0,-0.857092,0,0,0.9,0.999979,1,1,0.9286,0,0,-0.999966,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999977,0,0,1.0,0.99999,1,1,1.0,0,0,-0.999977,0,0,1.0,0.99999,1,1,1.0,0,0,0,0,-0.833739,-0.962227,0,0
hate_video_139,1,72.158,1,59.0,0.8177,6,92,0,Blacks,0.99043,1,0,0.95,0.999975,1,1,0.9952,1,1,0.999955,1,0,1.0,0.999982,1,1,1.0,1,1,0.999872,1,0,1.0,0.99993,1,1,1.0,0,1,0.999898,1,0,1.0,0.999987,1,1,1.0,1,1,0.999953,1,0,1.0,0.99999,1,1,1.0,1,1,0.999953,1,0,1.0,0.99999,1,1,1.0,1,1,0,1,-0.220836,0.862643,0,0
hate_video_143,1,59.334,1,49.0,0.8258,6,144,0,Blacks,-0.732498,0,1,0.2,0.999708,0,8,0.1333,0,0,-0.551956,0,1,0.2,0.999893,0,4,0.2238,0,0,-0.590149,0,1,0.15,0.999687,1,1,0.2048,0,0,-0.875913,0,1,0.15,0.999898,0,14,0.0619,0,0,-0.740711,0,1,0.2,0.999529,0,5,0.1286,0,0,-0.740711,0,1,0.2,0.999529,0,5,0.1286,0,0,0,0,-0.340632,-0.357368,3,3
non_hate_video_229,0,18.926,0,0,0.0,,0,1,Blacks,-0.999975,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999972,0,0,1.0,0.999981,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999986,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999986,0,0,1.0,0.999994,1,1,1.0,0,0,0,0,-0.806665,-0.947522,0,0
non_hate_video_238,0,197.142,0,0,0.0,,288,0,Others,-0.99992,0,0,1.0,0.999943,1,1,1.0,0,0,-0.999966,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999912,0,0,1.0,0.999959,1,1,1.0,1,0,-0.999964,0,0,1.0,0.999979,1,1,1.0,1,0,-0.999973,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999973,0,0,1.0,0.999988,1,1,1.0,0,0,1,0,0.051766,-0.421725,0,0
hate_video_149,1,88.15,1,15.0,0.1702,1,193,0,Blacks,0.628173,1,0,0.9,0.999844,0,3,0.8143,1,1,0.627834,1,0,0.9,0.999939,0,3,0.8143,1,1,0.627858,1,0,0.9,0.999614,0,3,0.8143,1,1,0.714007,1,0,0.9,0.999902,1,1,0.8571,1,1,0.542704,1,0,0.8,0.999978,0,2,0.7714,1,1,0.542704,1,0,0.8,0.999978,0,2,0.7714,1,1,1,1,0.793646,0.787319,0,0
hate_video_151,1,297.858,1,292.0,0.9803,6,771,0,Blacks,0.847315,1,0,0.95,0.999925,1,1,0.9238,1,1,0.761701,1,0,0.9,0.99991,1,1,0.881,1,1,0.826626,1,0,0.95,0.999376,1,1,0.9143,1,1,0.74269,1,0,0.8,0.999924,1,1,0.8714,1,1,0.866567,1,0,0.95,0.999963,1,1,0.9333,1,1,0.866567,1,0,0.95,0.999963,1,1,0.9333,1,1,1,1,0.342952,0.739682,0,0
hate_video_155,1,121.673,3,33.0,0.2712,2,74,0,Blacks,0.971375,1,0,0.95,0.999968,1,1,0.9857,0,1,0.999948,1,0,1.0,0.99997,1,1,1.0,0,1,0.885542,1,0,0.95,0.999854,1,1,0.9429,0,1,0.999946,1,0,1.0,0.999977,1,1,1.0,0,1,0.866644,1,0,0.95,0.999987,1,1,0.9333,0,1,0.866644,1,0,0.95,0.999987,1,1,0.9333,0,1,0,1,-0.373712,0.95579,0,0
non_hate_video_244,0,36.539,0,0,0.0,,0,1,Others,-0.999973,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999971,0,0,1.0,0.999981,1,1,1.0,0,0,-0.999984,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999996,1,1,1.0,0,0,0,0,-0.932393,-0.944906,0,0
non_hate_video_247,0,189.939,0,0,0.0,,494,0,Others,-0.999944,0,0,1.0,0.999971,1,1,1.0,0,0,-0.999971,0,0,1.0,0.999981,1,1,1.0,0,0,-0.999914,0,0,1.0,0.999937,1,1,1.0,1,0,-0.999959,0,0,1.0,0.999986,1,1,1.0,1,0,-0.999971,0,0,1.0,0.999985,1,1,1.0,1,0,-0.999971,0,0,1.0,0.999985,1,1,1.0,1,0,1,0,0.06836,-0.511585,0,0
non_hate_video_249,0,67.839,0,0,0.0,,4,0,Blacks,-0.999942,0,0,1.0,0.999964,1,1,1.0,0,0,-0.999975,0,0,1.0,0.999984,1,1,1.0,0,0,-0.99996,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999975,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999975,0,0,1.0,0.999986,1,1,1.0,0,0,0,0,-0.28671,-0.94089,0,0
non_hate_video_259,0,15.927,0,0,0.0,,13,0,Others,-0.999889,0,0,1.0,0.999922,1,1,1.0,0,0,-0.999958,0,0,1.0,0.999973,1,1,1.0,0,0,-0.952307,0,0,0.95,0.999972,1,1,0.9762,0,0,-0.819001,0,0,0.9,0.999985,1,1,0.9095,0,0,-0.847451,0,0,0.95,0.999954,1,1,0.9238,0,0,-0.847451,0,0,0.95,0.999954,1,1,0.9238,0,0,0,0,-0.76691,-0.364557,0,0
non_hate_video_260,0,19.222,0,0,0.0,,0,1,Others,-0.999901,0,0,1.0,0.999954,1,1,1.0,0,0,-0.961873,0,0,0.95,0.99998,1,1,0.981,0,0,-0.799953,0,0,0.9,0.999958,1,1,0.9,0,0,-0.999953,0,0,1.0,0.999979,1,1,1.0,0,0,-0.999926,0,0,1.0,0.999957,1,1,1.0,0,0,-0.999926,0,0,1.0,0.999957,1,1,1.0,0,0,0,0,-0.594923,-0.950416,0,0
non_hate_video_264,0,145.765,0,0,0.0,,385,0,Others,-0.999943,0,0,1.0,0.999965,1,1,1.0,0,0,-0.999973,0,0,1.0,0.999987,1,1,1.0,0,0,-0.857068,0,0,0.9,0.999926,1,1,0.9286,0,0,-0.999971,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999969,0,0,1.0,0.999985,1,1,1.0,0,0,-0.999969,0,0,1.0,0.999985,1,1,1.0,0,0,0,0,-0.757373,-0.337008,0,0
non_hate_video_268,0,85.586,0,0,0.0,,18,0,Blacks,-0.847501,0,0,0.85,0.999951,1,1,0.9238,0,0,-0.75229,0,0,0.85,0.999946,1,1,0.8762,0,0,-0.62852,0,0,0.85,0.999958,1,1,0.8143,0,0,-0.828509,0,0,0.95,0.999975,1,1,0.9143,0,0,-0.999869,0,0,1.0,0.999967,1,1,1.0,0,0,-0.999869,0,0,1.0,0.999967,1,1,1.0,0,0,0,0,-0.597322,-0.427604,0,0
non_hate_video_271,0,18.386,0,0,0.0,,0,1,Others,-0.999943,0,0,1.0,0.999962,1,1,1.0,1,0,-0.999983,0,0,1.0,0.999989,1,1,1.0,1,0,-0.999952,0,0,1.0,0.999967,1,1,1.0,1,0,-0.99997,0,0,1.0,0.999982,1,1,1.0,1,0,-0.999967,0,0,1.0,0.999983,1,1,1.0,1,0,-0.999967,0,0,1.0,0.999983,1,1,1.0,1,0,0,0,-0.419465,-0.885362,0,0
non_hate_video_274,0,25.844,0,0,0.0,,0,1,Others,-0.999963,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999989,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999967,0,0,1.0,0.999976,1,1,1.0,0,0,-0.999982,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999992,1,1,1.0,0,0,0,0,-0.670186,-0.955671,0,0
non_hate_video_278,0,15.558,0,0,0.0,,0,1,Others,-0.999974,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999986,0,0,1.0,0.999995,1,1,1.0,0,0,-0.999973,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999994,1,1,1.0,0,0,0,0,-0.432309,-0.960467,0,0
non_hate_video_279,0,56.145,0,0,0.0,,50,0,Others,-0.999956,0,0,1.0,0.999965,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999988,1,1,1.0,0,0,-0.999943,0,0,1.0,0.99995,1,1,1.0,0,0,-0.999981,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999987,1,1,1.0,0,0,0,0,-0.525063,-0.710507,0,0
non_hate_video_281,0,53.767,0,0,0.0,,19,0,Others,-0.570745,0,0,0.8,0.999712,1,1,0.7857,0,0,-0.69424,0,0,0.85,0.999772,1,1,0.8476,0,0,-0.561707,0,0,0.85,0.999821,0,2,0.781,0,0,-0.847371,0,0,0.85,0.999912,1,1,0.9238,0,0,-0.825316,0,0,0.85,0.999495,1,1,0.9143,0,0,-0.825316,0,0,0.85,0.999495,1,1,0.9143,0,0,0,1,-0.19416,0.131389,0,0
non_hate_video_284,0,52.9,0,0,0.0,,0,1,Others,-0.999973,0,0,1.0,0.999982,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999996,1,1,1.0,0,0,-0.99996,0,0,1.0,0.999976,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999996,1,1,1.0,0,0,0,0,-0.543073,-0.933609,0,0
non_hate_video_290,0,56.495,0,0,0.0,,137,0,Others,-0.999916,0,0,1.0,0.999957,1,1,1.0,0,0,-0.999966,0,0,1.0,0.999981,1,1,1.0,0,0,-0.980868,0,0,0.95,0.999944,1,1,0.9905,0,0,-0.999955,0,0,1.0,0.999982,1,1,1.0,0,0,-0.999961,0,0,1.0,0.999973,1,1,1.0,0,0,-0.999961,0,0,1.0,0.999973,1,1,1.0,0,0,0,0,-0.44996,-0.222853,0,0
non_hate_video_291,0,136.034,0,0,0.0,,302,0,Blacks,-0.99997,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999988,0,0,1.0,0.99999,1,1,1.0,0,0,-0.999944,0,0,1.0,0.999953,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999989,0,0,1.0,0.99999,1,1,1.0,0,0,-0.999989,0,0,1.0,0.99999,1,1,1.0,0,0,0,0,-0.447542,-0.663459,0,0
non_hate_video_295,0,71.81,0,0,0.0,,72,0,Others,-0.999975,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999995,1,1,1.0,0,0,-0.999956,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999989,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999993,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999993,0,0,1.0,0.999996,1,1,1.0,0,0,0,0,-0.23221,-0.885213,0,0
hate_video_177,1,144.614,2,14.0,0.0968,0,310,0,Jews,0.876097,1,0,0.95,0.999946,1,1,0.9381,1,1,0.999893,1,0,1.0,0.999954,1,1,1.0,1,1,0.875885,1,0,0.9,0.999845,1,1,0.9381,1,1,0.999852,1,0,1.0,0.999948,1,1,1.0,1,1,0.85709,1,0,0.95,0.999964,1,1,0.9286,1,1,0.85709,1,0,0.95,0.999964,1,1,0.9286,1,1,1,1,0.694127,0.203023,0,0
non_hate_video_301,0,29.467,0,0,0.0,,7,0,Blacks,-0.999941,0,0,1.0,0.999963,1,1,1.0,0,0,-0.999973,0,0,1.0,0.99999,1,1,1.0,0,0,-0.999968,0,0,1.0,0.999979,1,1,1.0,0,0,-0.999971,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999969,0,0,1.0,0.99999,1,1,1.0,0,0,-0.999969,0,0,1.0,0.99999,1,1,1.0,0,0,0,0,-0.621625,-0.886195,0,0
non_hate_video_304,0,11.213,0,0,0.0,,0,1,Others,-0.999887,0,0,1.0,0.999945,1,1,1.0,0,0,-0.999961,0,0,1.0,0.999976,1,1,1.0,0,0,-0.999946,0,0,1.0,0.99998,1,1,1.0,0,0,-0.999958,0,0,1.0,0.999984,1,1,1.0,0,0,-0.999935,0,0,1.0,0.999976,1,1,1.0,0,0,-0.999935,0,0,1.0,0.999976,1,1,1.0,0,0,0,0,-0.75613,-0.959146,0,0
hate_video_181,1,23.731,1,22.0,0.9271,6,23,0,Blacks,0.999921,1,0,1.0,0.999943,1,1,1.0,1,1,0.923729,1,0,0.95,0.99996,1,1,0.9619,1,1,0.9999,1,0,1.0,0.999975,1,1,1.0,1,1,0.838021,1,0,0.95,0.999962,1,1,0.919,1,1,0.999969,1,0,1.0,0.999985,1,1,1.0,1,1,0.999969,1,0,1.0,0.999985,1,1,1.0,1,1,1,1,0.904996,0.973439,0,0
hate_video_182,1,239.04,1,211.0,0.8827,6,312,0,Blacks,0.999926,1,0,1.0,0.999973,1,1,1.0,1,1,0.999919,1,0,1.0,0.999975,1,1,1.0,1,1,0.999809,1,0,1.0,0.99988,1,1,1.0,1,1,0.952291,1,0,0.95,0.999972,1,1,0.9762,1,1,0.999972,1,0,1.0,0.999982,1,1,1.0,1,1,0.999972,1,0,1.0,0.999982,1,1,1.0,1,1,1,1,0.399732,0.884293,0,0
hate_video_184,1,45.024,1,38.0,0.844,6,45,0,Blacks,0.999935,1,0,1.0,0.999992,1,1,1.0,1,1,0.876142,1,0,0.95,0.999995,1,1,0.9381,1,1,0.999888,1,0,1.0,0.999974,1,1,1.0,1,1,0.885676,1,0,0.95,0.999985,1,1,0.9429,1,1,0.771411,1,0,0.9,0.999995,1,1,0.8857,1,1,0.771411,1,0,0.9,0.999995,1,1,0.8857,1,1,1,1,0.925546,0.977321,0,0
hate_video_189,1,105.303,1,95.0,0.9022,6,206,0,Blacks,0.637686,1,0,0.9,0.999837,0,2,0.819,1,1,0.990001,1,0,0.95,0.999881,1,1,0.9952,1,1,0.836299,1,0,0.95,0.999582,1,1,0.919,1,1,0.808779,1,0,0.9,0.9996,1,1,0.9048,1,1,0.43799,1,0,0.75,0.999946,0,2,0.719,1,1,0.43799,1,0,0.75,0.999946,0,2,0.719,1,1,1,1,0.833575,0.785193,0,0
non_hate_video_312,0,287.095,0,0,0.0,,722,0,Blacks,0.885646,1,1,0.05,0.99996,0,9,0.0571,0,1,0.999951,1,1,0.0,0.99998,0,0,0.0,0,1,0.999796,1,1,0.0,0.999883,0,0,0.0,0,1,0.857092,1,1,0.05,0.999964,0,6,0.0714,0,1,0.876169,1,1,0.05,0.999987,0,8,0.0619,0,1,0.876169,1,1,0.05,0.999987,0,8,0.0619,0,1,0,1,-0.724491,0.919573,3,3
non_hate_video_314,0,81.442,0,0,0.0,,158,0,Blacks,0.81898,1,1,0.05,0.999966,0,2,0.0905,1,1,0.857072,1,1,0.05,0.999962,0,6,0.0714,1,1,0.971266,1,1,0.05,0.999909,0,18,0.0143,1,1,0.828519,1,1,0.05,0.999978,0,3,0.0857,1,1,0.961877,1,1,0.05,0.999984,0,17,0.019,1,1,0.961877,1,1,0.05,0.999984,0,17,0.019,1,1,1,1,0.876062,0.787241,3,3
hate_video_198,1,211.371,2,160.0,0.757,5,423,0,Blacks,0.999924,1,0,1.0,0.99999,1,1,1.0,1,1,0.999956,1,0,1.0,0.999982,1,1,1.0,1,1,0.999827,1,0,1.0,0.999978,1,1,1.0,1,1,0.999945,1,0,1.0,0.999992,1,1,1.0,1,1,0.999982,1,0,1.0,0.999994,1,1,1.0,1,1,0.999982,1,0,1.0,0.999994,1,1,1.0,1,1,1,1,0.734429,0.982164,0,0
hate_video_205,1,197.815,1,180.0,0.9099,6,258,0,Blacks,0.923787,1,0,0.95,0.999989,1,1,0.9619,1,1,0.999972,1,0,1.0,0.99999,1,1,1.0,1,1,0.999944,1,0,1.0,0.999982,1,1,1.0,1,1,0.999971,1,0,1.0,0.999996,1,1,1.0,1,1,0.999986,1,0,1.0,0.999995,1,1,1.0,1,1,0.999986,1,0,1.0,0.999995,1,1,1.0,1,1,1,1,0.944745,0.91442,0,0
hate_video_206,1,160.076,1,70.0,0.4373,3,214,0,Blacks,0.876122,1,0,0.95,0.999964,1,1,0.9381,1,1,0.91421,1,0,0.95,0.999961,1,1,0.9571,1,1,0.923619,1,0,0.95,0.999841,1,1,0.9619,1,1,0.999884,1,0,1.0,0.999941,1,1,1.0,1,1,0.999969,1,0,1.0,0.999982,1,1,1.0,1,1,0.999969,1,0,1.0,0.999982,1,1,1.0,1,1,1,1,0.249889,0.825785,0,0
non_hate_video_316,0,121.334,0,0,0.0,,35,0,Blacks,-0.799852,0,0,0.9,0.999924,1,1,0.9,1,0,-0.999933,0,0,1.0,0.999963,1,1,1.0,1,0,-0.752284,0,0,0.85,0.999899,1,1,0.8762,1,0,-0.857096,0,0,0.8,0.999967,1,1,0.9286,1,0,-0.961728,0,0,0.95,0.999923,1,1,0.981,1,0,-0.961728,0,0,0.95,0.999923,1,1,0.981,1,0,0,1,-0.296115,0.009066,0,0
non_hate_video_317,0,67.777,0,0,0.0,,144,0,Others,-0.99998,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999998,1,1,1.0,0,0,-0.999974,0,0,1.0,0.999983,1,1,1.0,0,0,-0.999993,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999994,0,0,1.0,0.999998,1,1,1.0,0,0,-0.999994,0,0,1.0,0.999998,1,1,1.0,0,0,0,0,-0.538919,-0.876817,0,0
hate_video_215,1,114.52,1,83.0,0.7248,6,298,0,Blacks,0.272307,1,0,0.65,0.997537,0,2,0.6381,1,1,0.338009,1,0,0.6,0.998738,1,1,0.6714,1,1,0.342566,1,0,0.6,0.999538,1,1,0.6714,1,0,0.521077,1,0,0.85,0.999716,0,2,0.7619,1,1,0.666077,1,0,0.85,0.999869,1,1,0.8333,1,1,0.666077,1,0,0.85,0.999869,1,1,0.8333,1,1,1,1,0.685234,0.045179,0,0
hate_video_218,1,45.001,1,40.0,0.8889,6,85,0,Blacks,-0.570432,0,1,0.15,0.99953,1,1,0.2143,0,0,-0.542023,0,1,0.2,0.999755,1,1,0.2286,0,0,-0.399902,0,1,0.25,0.999832,0,3,0.3,0,0,-0.323551,0,1,0.25,0.999887,1,1,0.3381,0,0,-0.780134,0,1,0.1,0.999786,0,9,0.1095,0,0,-0.780134,0,1,0.1,0.999786,0,9,0.1095,0,0,0,0,-0.750199,-0.351708,3,3
non_hate_video_323,0,200.273,0,0,0.0,,0,1,Others,-0.999916,0,0,1.0,0.999938,1,1,1.0,1,0,-0.999964,0,0,1.0,0.999978,1,1,1.0,1,0,-0.999937,0,0,1.0,0.999972,1,1,1.0,1,0,-0.999969,0,0,1.0,0.999974,1,1,1.0,1,0,-0.999975,0,0,1.0,0.99999,1,1,1.0,1,0,-0.999975,0,0,1.0,0.99999,1,1,1.0,1,0,1,0,0.45769,-0.760306,0,0
non_hate_video_326,0,118.754,0,0,0.0,,0,1,Others,-0.999946,0,0,1.0,0.999961,1,1,1.0,0,0,-0.99998,0,0,1.0,0.999986,1,1,1.0,0,0,-0.99995,0,0,1.0,0.999967,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999982,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999987,1,1,1.0,0,0,0,0,-0.134379,-0.608513,0,0
