2026/08/06 08:25:44 INFO  : Using sha1 for hash comparisons
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_166.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_101.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_234.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_113.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_605.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_66.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_649.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_397.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_55.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_117.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_513.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_430.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_269.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_352.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_367.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_69.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_202.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_320.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_236.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_294.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_190.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_431.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_492.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_211.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_153.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_358.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_34.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_352.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_219.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_519.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_45.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_107.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_123.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_369.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_448.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_174.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_342.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_52.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_365.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_550.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_49.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_617.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_562.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_188.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_254.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_155.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_353.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_1.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_4.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_8.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_10.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_12.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_11.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_16.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_20.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_21.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_22.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_23.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_32.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_23.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_35.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_25.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_51.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_53.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_36.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_44.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_45.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_63.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_53.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_54.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_71.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_72.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_82.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_84.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_94.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_71.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_115.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_119.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_120.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_121.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_127.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_87.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_88.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_134.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_89.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_136.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_137.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_139.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_93.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_140.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_141.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_144.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_147.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_149.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_101.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_102.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_162.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_165.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_167.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_172.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_173.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_178.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_114.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_188.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_191.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_197.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_199.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_132.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_213.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_215.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_216.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_138.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_221.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_139.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_143.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_229.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_238.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_149.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_151.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_155.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_244.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_247.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_249.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_259.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_260.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_264.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_268.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_271.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_274.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_278.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_279.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_281.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_284.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_290.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_291.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_295.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_177.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_301.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_304.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_181.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_182.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_184.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_189.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_312.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_314.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_198.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_205.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_206.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_316.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_317.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_215.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_218.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_323.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_326.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_220.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_228.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_234.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_239.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_247.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_332.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_344.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_348.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_349.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_356.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_270.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_273.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_274.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_360.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_275.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_276.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_277.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_279.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_376.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_282.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_283.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_284.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_384.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_391.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_392.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_291.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_294.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_295.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_399.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_400.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_299.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_300.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_303.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_304.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_413.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_415.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_417.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_423.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_431.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_432.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_317.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_318.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_441.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_321.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_444.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_327.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_329.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_330.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_456.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_337.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_458.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_459.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_471.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_347.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_348.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_496.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_497.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_349.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_501.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_503.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_355.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_356.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_512.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_516.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_360.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_362.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_365.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_524.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_528.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_368.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_375.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_377.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_541.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_542.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_549.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_558.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/non_hate_video_561.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:07 NOTICE: data/video/HateMM/All/hate_video_388.mp4: Can't follow symlink without -L/--copy-links
